Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
11435-MV,VETOQUINOL S.A.,VIGENTE,MARBOCYL P 80 mg,"Cada tableta de 80 mg contiene

Marbofloxacino","

80 mg","Indicado en perros para el tratamiento de Infecciones de la piel y los tejidos blandos (pioderma de los pliegues de la piel, impétigo, foliculitis, furunculosis, celulitis) ocasionadas por cepas de Staphylococcus spp. (S. intermedius, S. pseudintermedius, S. aureus), Pseudomonas aeruginosa y enterobacterias, incluida Escherichia coli, susceptibles al medicamento. Infecciones de las vías urinarias (IVU) asociadas o no con prostatitis ocasionadas por cepas de Staphylococcus spp., enterobacterias (Escherichia coli, Citrobacter freundii, Enterobacter cloacae, Proteus spp., Klebsiella spp., Morganella morganii) y Pseudomonas aeruginosa susceptibles al medicamento.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No debe utilizarse este producto en cachorros de razas grandes. No administrar a animales epilépticos ante la ausencia de datos en estos casos. El producto no debe ser utilizado en animales pesando menos de 2,5kg. Almacenar a una temperatura inferior a 30 °C y protegido de la luz.",VETOQUINOL S.A.,Francia.,INVET S.A.S.,Caja plegadiza que contiene diez (10) blíster en OPA 25/aluminio45/PVC / aluminio por 10 tabletas cada uno por 80 mg.,Caninos.,No aplica.,Ectoparasiticida,VIGENTE,EXTRANJERO (Importado)
11436-MV,CELLS FARMACÉUTICA S.A.S.,VIGENTE,TRIAMDIX,"Cada mL de suspensión inyectable contiene: 

Triamcinolona acetonida","

6 mg",En perros y gatos como antinflamatorio en patologías de origen no infeccioso y afecciones alérgicas. ,"Uso veterinario.  Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No administrar en hembras en último tercio de la gestación. Debe establecerse protocolo de observación en pacientes que han recibido el tratamiento en forma prolongada hasta que la ACTH endógena y la función corticosteroide se normalicen. Prohibida su aplicación en animales que presenten glaucoma, úlceras gástricas o de colon, colitis ulcerativa, pancreatitis, diabetes mellitus. No administrar en conjunto con antiiflamatorios y analgésicos no esteroidales. Efectos adversos asociados con regímenes prolongados de administración con corticoesteroides. Almacenar protegido de la luz, a una temperatura inferior a 30˚C.",LABORATORIOS S.F.C LTDA / LABORATORIOS DEMAC LTDA.,Colombia.,No aplica.,Caja plegadiza que contiene frasco en vidrio transparente tipo I con tapón de bromobutilo y agrafe de aluminio por 20 mL.,Caninos y Felinos.,No aplica. ,Sellador,VIGENTE,COLOMBIA (Fabricado Nacional)
11437-BV,SYNTEX S.A.,VIGENTE,FIXPLAN-R,"Cada mL de solución reconstituida contiene: 

Gonadotrofina Coriónica Equina Recombinante","

200 UI","Estimular el desarrollo del folículo ovárico en hembras. Vacas: tratamiento del anestro / inducción del estro, inducción de superovulación y aumento de la tasa de fertilidad luego del pre-tratamiento con progestágenos. Ovinos: aumento de la tasa de fertilidad luego del pre-tratatamiento con progestágenos. Cerdas: tratamiento del anestro después del destete / inducción del estro. ","Uso veterinario. Manténgase fuera del alcance de los niños y los animales domésticos.Venta bajo fórmula del Médico Veterinario. En ovejas, la dosificación de reCG debe adaptarse a la raza (las dosis deben ser más bajas en razas prolíficas) y a la temporada de reproducción de los animales (dosis más alta cuando se usa fuera de temporada). En caso de shock anafiláctico debe administrarse un tratamiento sintomático (por ejemplo, adrenalina o corticosteroides). Cuando la posibilidad de ovulaciones múltiples no haya sido excluida por examinación clínica tras la administración del medicamento veterinario a especies uníparas (a menos que se induzca la superovulación en el ganado), no es aconsejable permitir el servicio o inseminar animales durante el primer celo producido. No mezclar con otros medicamentos veterinarios, excepto con el solvente que acompaña a este producto. No usar en gestación. Conservar los viales en el embalaje exterior con objeto de protegerlo de la luz y refrigerado entre 2°C y 8°C.",SYNTEX S.A.,Argentina.,INSUMOS DE LOS ANDES S.A.S.,Caja plegadiza que contiene vial en vidrio tipo I con tapón de butilo y precinto flip off con 5.000 U.I. de reCG liofilizado acompañado de un vial en vidrio tipo II con tapón de goma y precinto flip off por 25 mL.,"Bovinos, Ovinos y Porcinos.",No aplica.,Agua,VIGENTE,EXTRANJERO (Importado)
11438-MV,VICAR FARMACÉUTICA S.A.,VIGENTE,FLORTIFEN ORAL 10%,"Cada 100 mL de solución oral contienen:

Florfenicol","

10 g","Indicado en el tratamiento de enfermedades respiratorias y digestivas causadas por agentes sensibles en aves (pollos de engorde): Escherichia coli, Bordetella sp., y Pasteurella spp., y en porcinos: Pasteurella spp.","Uso veterinario. Manténgase fuera del alcance de los niños y los animales dómésticos. Venta bajo fórmula del Médico Veterinario. Las aves tratadas no deben sacrificarse para consumo humano hasta veinte (20) días después de finalizado el tratamiento. No utilizar en aves cuyos huevos se destinen a consumo humano. En porcinos tratadas no deben sacrificarse para consumo humano hasta veintiocho (28) días después de finalizado el tratamiento. No administrar en animales consensibilidad al principio activo. No administrar en animales con alteración hepática o renal, deshidratados o hipovolémicos por el riesgo de desarrollar toxicidad renal. No administrar en hembras en estado de gestación o lactancia. No administrar en animales reproductores. No administrar de manera concomitante con otros antibióticos. No aplicar florfenicol con vacunas. Almacenar a temperatura inferior a 30°C resguardado de la luz.",VICAR FARMACÉUTICA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene 12 frascos en PEAD blanco con tapa en PEAD blanco por 10 o 20 mL.
Frasco en PEAD blanco con tapa en PEAD blanco por 50, 100, 120, 500, 1.000 o 4.000 mL.",Aves y Porcinos.,"Carne: 
Aves: 20 días. 
Porcinos: 28 días

No utilizar en aves cuyos huevos se destinen a consumo humano.",Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
11439-MV,LABORATORIOS EDO S.A.S.,VIGENTE,EDO FLORFENICOL,"Cada 100 mL de solución inyectable contienen:

Florfenicol","

30,0 g","En bovinos y porcinos para el tratamiento de infecciones causadas por: Mannheimia haemolytica, Pasteurella multocida, Histophilus somni y Actinobacillus pleuropneumoniae.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Los bovinos tratados por vía intramuscular no deben sacrificarse para consumo humano, hasta treinta (30) días después de finalizado el tratamiento. Los bovinos tratados por vía subcutánea no deben sacrificarse para consumo humano, hasta cuarenta y cuatro (44) días después de finalizado el tratamiento. No administrar a vacas en producción de leche destinada al consumo humano, incluyendo vacas gestantes cuya leche vaya a ser destinada a consumo humano. Los porcinos tratados no deben sacrificarse para consumo humano, hasta veintiocho (28) días después de finalizado el tratamiento. No usar en casos de hipersensibilidad al Florfenicol o a alguno de sus excipientes. No usar en toros o verracos destinados a la reproducción. No usar en lechones de menos de dos (2) kg de peso. No usar en terneros (as) con menos de un (1) mes de vida. No ha quedado demostrada la seguridad del medicamento veterinario durante la gestación y la lactancia, administrar de acuerdo con la evaluación riesgo beneficio efectuada por el veterinario responsable. No administrar por vía intravenosa. Almacenar a temperatura inferior a 30°C y protegido de la luz. Una vez iniciado el consumo de un frasco, debe ser usado durante los 28 días siguientes. ",LABORATORIOS EDO S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo II con tapón de caucho en bromobutilo y agrafe de aluminio por 30, 50, 100, 250 o 500 mL.",Bovinos y Porcinos.,"Carne bovinos IM: 30 días.
Carne bovinos SC: 44 días.
Leche: No administrar.
Porcinos: 28 días.",Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11440-CV,PURRS&BARKS S.A.S.,VIGENTE,SHAMPOO & ACONDICIONADOR,"Cada 100 mL de champú contienen:

Aqua, sodium cocoyl alaninate, disodium cocoyl glutamate, sodium cocoyl glutamate,
lauramidopropyl betaine, cocamidopropyl betaine, aloe barbadensis leaf extract, lauryl glucoside, sorbeth-450 tristearate, PEG-9 cocoate, PEG-32 distearate, PEG-175 distearate, coconut oil glycereth-8 esters, almond oil glycereth-8 esters, propylene glycol, calendula officinalis flower extract, parfum (camellia sinensis leaf extract), melaleuca alternifolia leaf oil, phenoxyethanol, ethylhexyglycerin, Disodium EDTA.", ,Shampoo y acondicionador en perros y gatos para limpiar y desodorizar el pelaje.,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Solo para uso externo. Almacenar el producto en su empaque original a temperarura inferior a 30°C y protegido de la luz directa.,THE SECRET GARDEN GROUP S.A.S.,Colombia.,No aplica.,Envase bala en PET con tapa en PP/PE negra por 300 o 500 mL.,Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11441-MV,AGROZ S.A.,VIGENTE,CIBUGROZ AEROSOL - LARVICIDA,"Cada 1.000 mL de solución tópica en aerosol contienen:

Cipermetrina técnica
Butóxido de piperonilo","

12,5 g
10,0 g","En bovinos, equinos, porcinos, ovinos, caprinos y perros para el control y tratamiento de las miasis ocasionadas por larvas de Cochliomyia hominivorax, Hypoderma sp., Dermatobia sp., Gasterophilus sp., Lucilia sp. y Oestrus sp., en las heridas producidas en la piel por traumas, cortes quirúrgicos, castración, descorne, marcaje, caudectomía (corte de cola), esquila, traumas obstétricos, así como miasis del cordón umbilical de los animales recién nacidos.","CATEGORÍA TOXICOLÓGICA IV: LIGERAMENTE TÓXICO. Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No posee tiempo de retiro. Corrosivo. Causa daño irreversible a los ojos. No usar en casos conocidos de hipersensibilidad a los piretroides, butóxido de piperonilo o a los excipientes. En caso de intoxicación animal por contacto, lave con abundante agua y jabón. Traslade al paciente lo antes posible al Médico Veterinario y presente la etiqueta del producto. En caso de ingestión proceda a inducir al vómito y traslade al paciente lo antes posible al Médico Veterinario y presente la etiqueta del producto. No hay antídoto específico, el tratamiento es de manejo sintomático, tenga especial atención en la actividad del sistema cardiorrespiratorio. No vierta el contenido de este producto, ni los residuos de la mezcla en vertientes de agua, estanques o aguas continentales, ya que es altamente tóxico para los peces. Altamente tóxico a las abejas, puede matar abejas y polinizadores, no aplicar en horas de alta actividad de abejas. Consérvese a temperatura inferior a 30°C. No exponer a temperatura superior a 50°C.",AGROZ S.A.,Colombia.,No aplica.,"Envase blanco en acero libre de estaño y recubrimiento interno en PET con válvula aerosol con cuerpo en poliamida, tubo pescador en PEBD, casquillo en hojalata laminada (lámina de polipropileno y recubrimiento con barniz epoxi fenólico transparente) y activador en PP con cánula por 350, 375, 400 o 500 mL.","Bovinos, Caninos, Caprinos, Equinos, Ovinos y Porcinos.",No tiene.,Hormonas,VIGENTE,COLOMBIA (Fabricado Nacional)
11442-MV,BROUWER S.A.,VIGENTE,POWER GOLD,"Cada 100 g de tableta masticable contienen:

Fluralaner","

13,64 g",Indicado para el tratamiento y control del pulgas y garrapatas en perros. Garrapatas: Rhipicephalus sanguineus. Pulgas: Ctenocephalides felis y Ctenocephalides canis.,"Uso veterinario. Manténgase fuera del alcance de niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. No administrar en perras preñadas o lactantes, la seguridad del producto no ha sido estudiada en estas categorias. No administrar en perros MRD1 (deficientes de glicoproteína P, como Collies y sus cruzas), la seguridad no ha sido estudiada en estas razas y/o sus cruzas. Mantener en su envase original al abrigo de la luz solar directa. No almacenar por encima de 30°C. No congelar.",BROUWER S.A.,Argentina.,LATINVET S.A.S.,"Caja plegadiza que contiene un blíster en aluminio Foil con una tableta masticable por 112,5, 250, 500, 1.000 o 1.400 mg.",Caninos.,No aplica.,Productos con categoría toxicológica,VIGENTE,EXTRANJERO (Importado)
11443-MV,DIMAPLAB S.A.S.,VIGENTE,OXYDIP,"Cada 100 mL de solución tópica contienen:

Peróxido de hidrógeno","

1,2 g",Pre-sellador para pezones en bovinos.,"Uso veterinario. Manténgase fuera del alcance de niños y animales domésticos. No aplicar el producto en presencia de heridas penetrantes, ni quemaduras graves. No mezclar el producto con soluciones químicas ácidas, oxidantes y alcalinas. No utilizar en animales que presenten hipersensibilidad al producto. No aplicar junto con antisépticos de administración tópica utilizados antes del ordeño. Almacenar a una temperatura menor a 30°C.",DIMAPLAB S.A.S.,Colombia.,No aplica.,"Envase en PEAD blanco con tapa de seguridad en polietileno por 1 L.
Garrafa en PEAD blanco con tapa de seguridad en polietileno con válvula desgasificadora por 1 galón.
Garrafa en PEAD blanco con tapa de seguridad en polietileno con válvula desgasificadora y banda de seguridad por 5 galones.
Garrafa en PEAD azul con tapón en polietileno, tapa de seguridad en polietileno, linner en PEBD y sello de seguridad en polietileno por 15 galones.
Garrafa en PEAD blanco con tapón en polietileno, tapa de seguridad en polietileno sello O-Ring, linner en PEBD y sello de seguridad en polietileno por 55 galones.",Bovinos.,No aplica.,Hemostático,VIGENTE,COLOMBIA (Fabricado Nacional)
11444-MV,BLISTECO S.A.S.,VIGENTE,AGUA ESTÉRIL PARA INYECCIÓN,"Cada mL de solución inyectable contiene:

Agua estéril para inyección","

1,0 mL",El agua estéril para inyección está indicada en preparación de soluciones parenterales asépticas e irrigación.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No administrar agua estéril para inyección sola, se deben tener en cuenta las contraindicaciones relacionadas con los medicamentos que se añaden. Utilice solo si la solución se encuentra clara. No conecte en serie. Utilícese solo para dilución de medicamentos. No se han añadido agentes antimicrobianos u otras sustancias. Esta solución no es isotónica y es hemolítica. Administración intravenosa e intramuscular únicamente después de convertirla en isotónica con el medicamento a utilizar. Realice técnica aséptica al adicionar medicamentos y verifique su compatibilidad. Mezcle completamente. Deseche la porción no utilizada. No administrar directamente por vía parenteral. Almacenar a temperatura de 15°C - 30°C en su envase y empaque original y protegido de la luz.",BLISTECO S.A.S.,Colombia.,No aplica.,Caja corrugada que contiene 2.000 ampollas color blanco traslúcido en PEBD y sistema Blow-Fill-Seal (BFS) por 1 o 2 mL. Caja corrugada que contiene 1.500 ampollas color blanco traslúcido en PEBD y sistema Blow-Fill-Seal (BFS) por 3 mL. Caja corrugada que contiene 1.000 ampollas color blanco traslúcido en PEBD y sistema Blow-Fill-Seal (BFS) por 5 mL. Caja corrugada que contiene 500 ampollas color blanco traslúcido en PEBD y sistema Blow-Fill-Seal (BFS) por 10 mL.,No aplica.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11445-BV,BOEHRINGER INGELHEIM VETMEDICA GmbH,VIGENTE,VAXXITEK HVT + IBD + ILT,"Cada dosis de suspensión inyectable contiene:

Vector HVT que expresa los antígenos IBD (VP2) e ILT (gD)

*UFP: Unidades Formadoras de Placa.", 5640 UFP* ,"Indicado en embriones de pollo de 18 a 19 días de edad y pollitos de un día de edad saludables, para la prevención de la Bursitis Infecciosa (Enfermedad de Gumboro), Laringotraqueitis Infecciosa y enfermedad de Marek.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Una vez abierto use todo el contenido del producto.
No vacune dentro de los veintiún (21) días previos al sacrificio. No vacune huevos embrionados enfermos o aves enfermas. Vacune a todas las aves en las instalaciones al mismo tiempo. Administre una dosis completa a cada huevo embrionado o a cada ave. Evite condiciones de estrés durante y después de la vacunación. No coloque a los pollos en instalaciones contaminadas. En lo posible se debe minimizar la exposición a agentes patógenos. Los envases utilizados deberán ser descartados de acuerdo a
la legislación local vigente. Ampollas: Almacene en contenedor con nitrógeno líquido a -196°C. Diluyente y colorante azul: Almacenar a una temperatura no mayor a 30°C.  ",BOEHRINGER INGELHEIM ANIMAL HEALTH USA INC.,Estados Unidos.,BOEHRINGER INGELHEIM S.A.,"Ampolla de vidrio transparente tipo I (2 mL o 5 mL) por 1.000, 2.000 o 4.000 dosis. Diluyente: Bolsa en PVC con tubo de conexión en PVC por 200, 400 o 800 mL. ",Aves.,No aplica.,Analgésicos,VIGENTE,EXTRANJERO (Importado)
11446-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,CHAMPÚ DE SALVIA PARA PELO NEGRO EASYGROOM,"Cada 100 mL de solución tópica contienen:

Aqua, sodium laureth sulfate (and) cocamide DEA (and) lauryl glucoside (and) disodium cocoamphodiacetate (and) cocamidopropyl betaine, cocamide DEA, cocamidopropyl betaine, PEG-7 glyceryl cocoate, salvia officinalis extract, laureth- 2, parfum, CI 16035, CI 42090, DMDM hydantoin (and) methylchloroisothiazolinone (and) methylisothiazolinone, citric acid.",,Champú formulado para proporcionar limpieza y realzar el brillo y la intensidad del pelaje oscuro en perros mayores de 4 meses.,"Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto directo con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario consulte al Médico Veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel graves. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa flip top en PP por  30, 200, 250, 270, 280, 285, 290, 295, 300, 305, 310, 315, 320, 325, 330, 335, 340, 345, 350, 360, 390, 395, 400, 405, 410, 420, 450, 500, 600, 700 o 750 mL.
Envase en PET con tapa flip top en PP por 1 L.
Envase en PET con tapa rosca en PP por 3,78 o 18,9 L.",Caninos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11447-CV,SUPLIDORA INTERNACIONAL ROYAL LIMITADA,VIGENTE,COLONIA MR. ATÓN,"Cada 100 mL de solución tópica contienen:

Alcohol, aqua, glycerin, parfum (Frutal).",,"Colonia para perros mayores de 4 meses de edad, que ayuda a mantener un olor agradable.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evite el contacto directo con ojos, nariz y boca, en caso de que esto ocurra, lave con abundante agua. De ser necesario consulte al Médico Veterinario. No ingerir. No usar en casos de hipersensibilidad a alguno de los ingredientes. No usar en perros con lesiones cutáneas abiertas o infecciones o problemas de piel graves. Conservar a temperatura inferior a 30°C, protegido de la luz solar.",SERVICIO DE MAQUILA LARISA  SML S.A.,Costa Rica.,SISEPUEDE SOLUCIONES S.A.S.,"Envase en PET con tapa bomba rociadora en polietileno/PP por 30, 60, 70, 120, 220, 230, 240 o 250 mL.
Envase en PET con tapa rosca en PP por 360, 370, 380, 400, 450, 500 o 750 mL.
Envase en PET con tapa rosca en PP por 1 L.
Envase en PET con tapa rosca en PP por 1 galón.",Caninos.,No aplica.,Antiprotozoos,VIGENTE,EXTRANJERO (Importado)
11448-BV,ZOETIS INC.,VIGENTE,BOPRIVA,"Cada mL de solución inyectable contiene:

Conjugado de GnRF (Factor liberador de gonadotropinas) - Toxoide de difteria","


400 μg","Para la supresión temporal de los niveles séricos de testosterona en toros en etapa de post-pubertad, causando la reducción de conductas causadas por la testosterona en ganado macho no castrado.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Tiempo de retiro cero (0) días. El uso del producto está contraindicado en ganado de cría y/o hembras. La administración accidental del ganado de cría podría afectar su fertilidad subsiguiente. Podría desarrollarse inflamación transitoria en el sitio de la inyección después de la aplicación, que se resuelve en un plazo de 21 a 35 días.  El ganado al que se administra el producto puede mostrar pirexia transitoria y recuperar su temperatura normal dentro de los 2 a 3 días siguientes a la vacunación. En raras ocasiones, puede ocurrir una reacción anafiláctica al producto posterior a la vacunación, que requiera el tratamiento veterinario inmediato. El producto no utilizado puede almacenarse y utilizarse hasta por 28 días después de ser abierto por primera vez. Almacenar el producto no utilizado en posición vertical, a una temperatura entre 2° y 8°C (refrigerado) y en su empaque de cartón original para protegerlo de la luz. No congelar.",ZOETIS BELGIUM S.A.,Bélgica.,ZOETIS COLOMBIA S.A.S.,Caja plegadiza que contiene frasco incoloro en PEAD con tapón plano de clorobutilo y agrafe de aluminio por 50 mL.,Bovinos.,Cero días.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
11449-MV,BIOSTAR PHARMACEUTICAL S. A.,VIGENTE,EXTINTOX POUR ON,"Cada 100 mL de solución tópica contienen:

Ethión
Cipermetrina
Butóxido de piperonilo","


15 g
5 g
5 g","En bovinos, equinos, ovinos, camélidos suramericanos y porcinos, como insecticida de uso externo para el control de infestaciones causadas por: Ácaros y garrapatas: Rhipicephalus microplus, Amblyomma cajennense, Haemophilus spp., Ixodes spp., Psoroptes spp., Sarcoptes scabiei, Demodex spp., y Chorioptes spp. Moscas y tábanos: Musca spp., Haematobia irritans, Stomoxys calcitrans, Cochliomyia hominivorax.","CATEGORÍA TOXICOLÓGICA III: MODERADAMENTE TÓXICO. Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Los animales destinados al consumo humano no deben sacrificarse hasta quince (15) días después de finalizado el tratamiento. La leche de los animales tratados no debe destinarse al consumo humano hasta cuarenta y ocho (48) horas después de finalizado el tratamiento. No usar en animales menores de 4 meses o con peso inferior a 100 kg. Antídoto: Sulfato de atropina. No almacenar junto a alimentos o medicamentos. No almacenar en sitios domésticos como cocinas y alacenas. No contaminar fuentes de agua como lagunas, estanques, quebradas y ríos. Mantener el producto en su envase y empaque original, en lugar seguro. No transportar ni almacenar con productos de uso humano. Consérvese a temperatura inferior a 30°C, protegido de la luz solar, en su envase y empaque autorizado.",INSEC AGROPECUARIA S.A.S.,Colombia.,No aplica.,"Caja plegadiza que contiene envase dos bocas en PEAD natural con tapa en PP blanco con anillo de seguridad por 500 o 1.000 mL.
Caja plegadiza que contiene garrafa dos bocas en PEAD blanco con tapa en PP blanco con anillo de seguridad en PP por 2.000 mL.
Caja plegadiza que contiene garrafa dos bocas en PEAD natural con tapa en PP blanco con anillo de seguridad en PP por 5.000 mL.","Bovinos, Camélidos, Equinos, Ovinos y Porcinos.","Carne: 15 días 
Leche: 48 horas ",Endectocida,VIGENTE,COLOMBIA (Fabricado Nacional)
11450-MV,LABORATORIOS ERMA S.A.,VIGENTE,FINHEMOX,"Cada mL de solución inyectable contiene:

Etamsilato base","

125 mg","Como coadyuvante en el tratamiento y control de hemorragias traumáticas y quirúrgicas en equinos, bovinos, porcinos, perros y gatos.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Venta bajo fórmula del Médico Veterinario. Administración exclusiva por el Médico Veterinario o Médico Veterinario Zootecnista. Los bovinos y porcinos tratados por vía intramuscular no deben sacrificarse para consumo humano hasta un (1) día después de finalizado el tratamiento. En ausencia de estudios de compatibilidad, este medicamento veterinario no debe mezclarse con otros. Consérvese a una temperatura no mayor a 30°C.",LABORATORIOS ERMA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene un frasco en vidrio ámbar tipo I con tapón en bromobutilo y agrafe flip cap por 10 o 20 mL.
Caja plegadiza que contiene un frasco en vidrio ámbar tipo III con tapón en bromobutilo y agrafe flip cap por 50 o 100 mL.","Bovinos, Caninos, Equinos, Felinos y Porcinos.",Carne: 1 día.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
11451-CV,BIOGANCE SARL,VIGENTE,BIOGANCE CLEAN PAD,"Cada 100 mL de solución tópica contienen:

Aloe barbadensis leaf juice, allantoin, aqua, alcohol denat, lactic acid, parfum (nectar).",,Para perros y gatos para limpiar las almohadillas a partir de los seis (6) meses. ,Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. Evitar el contacto con los ojos. Conservar en un lugar protegido de la luz y a una temperatura inferior a 30 °C.,BIOGANCE SARL.,Francia.,HALLMARK HOUSE S.A.S.,Frasco en HDPE blanco con bomba spray en PP negra y tapa en PP negra por 100 mL.,Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
11452-MV,OURO FINO SAÚDE ANIMAL LTDA. ,VIGENTE,DESFLAN OUROFINO,"Cada 100 mL del producto contienen: 
Flunixin (meglumina)*
*Equivalente a 8,3 g de Flunixin Meglumina","5,00 g  ","Antiinflamatorio no esteroideo (AINE) recomendado  para el tratamiento de la inflamación aguda en bovinos y equinos, y además tiene un efecto  analgésico relevante sobre el dolor derivado de procesos  inflamatorios.","Uso veterinario. Manténgase fuera del alcance de los niños y los animales dómésticos. Venta bajo fórmula del Medico Veterinario.  En bovinos de carne, el sacrificio de animales tratados con este producto sólo debe realizarse diez (10) días después de la última aplicación. No en equinos productores de carne para consumo humano. La leche de animales tratados con este producto no debe ser destinada al consumo humano hasta treinta y seis (36) horas después de la última aplicación. No administrar en animales menores de seis (6) semanas de edad. No aplicar en animales con hipersensibilidad conocida a los componentes de la formulación del producto y cuando hay cólico causado por íleo y asociado a deshidratación. No utilice el producto en intoxicaciones por fármacos anticoagulantes o cuando existan signos de discrasias sanguíneas o alteración de la hemostasia. Debe evitarse la administración de flunixin meglumina en pacientes con lesiones del tracto gastrointestinal como úlceras y hemorragias o animales que padezcan enfermedades cardíacas, renales o hepáticos. Conservar el producto en su embalaje original, a una temperatura inferior a 30°C, protegido de la luz solar directa.",OURO FINO SAÚDE ANIMAL LTDA.,Brasil.,OURO FINO COLOMBIA S.A.S.,Frasco de vidrio incoloro tipo III con tapón en clorobutilo y sello flip off por 10 o 50 mL. ,Bovinos y Equinos.,"Carne: 10 días. 
Leche : 36 horas.",Ectoparasiticida,VIGENTE,EXTRANJERO (Importado)
11453-CV,COSMOS CORPORATION,VIGENTE,TROPICLEAN OXYMED SPRAY HUMECTANTE QUERATOLÍTICO Y ACONDICIONADOR DE LA PIEL Y DEL PELAJE,"Cada 100 mL de solución contienen:

Aqua, sodium laureth sulfate, avena sativa kernel flour, glycerin, salicylic acid, fragrance (floral), hydrolyzed wheat protein, tocopheryl acetate, lactic acid, panthenol, alcohol, DMDM hydantoin.",,"Spray humectante queratolítico y acondicionador de la piel y del pelaje de perros y gatos de todas las razas, mayores de 12 semanas.","Uso veterinario. Manténgase fuera del alcance de los niños y animales domésticos. No deje que el producto entre en contacto con los ojos ni mucosas del perro o del gato. Si al usar el producto observa alguna reacción desfavorable, suspenda el uso y consulte al Médico Veterinario. Almacene a una temperatura inferior a 30°C.",COSMOS CORPORATION.,Estados Unidos.,LABORATORIO JV URIBE M LTDA.,Frasco en PEAD con válvula spray y tapa en PP/PE por  236 mL.  ,Caninos y Felinos.,No aplica.,Antisépticos,VIGENTE,EXTRANJERO (Importado)
11454-MV,CALOX DE COSTA RICA S.A.,VIGENTE,TIPROLOX,"Cada mL de polvo estéril para reconstituir contiene:

Clorhidrato de cloruro de isometamidium (equivalente a 17,3 mg de isometamidium)","


20 mg","En bovinos, ovinos y caprinos para el tratamiento de la tripanosomosis ocasionada por Trypanosoma vivax, Trypanosoma congolense, Trypanosoma brucei y Trypanosoma evansi.",Uso veterinario. Manténgase fuera del alcance de los niños y los animales dómésticos. Venta bajo fórmula del Médico Veterinario.  Los animales tratados no deben sacrificarse para consumo humano hasta treinta (30) días después de finalizado el tratamiento. No administrar en animales en producción de leche que se destine para el consumo humano. No aplicar vía subcutánea. No aplicar en animales sensibles al principio activo. No administrar simultáneamente con otros tripanocidas. No suministrar simultáneamente con otros medicamentos. No aplicar en animales desnutridos porque podrían presentarse efectos tóxicos. Conservar protegido de la luz a temperatura menor de 30°C.,VICAR FARMACÉUTICA S.A.,Colombia.,No aplica.,"Caja plegadiza que contiene frasco en vidrio ámbar tipo I con tapón de bromobutilo y agrafe flip off por 1 g, acompañado de frasco en vidrio incoloro tipo III con tapón de bromobutilo y agrafe en aluminio con flip off por 50 mL.
Caja plegadiza que contiene frasco en vidrio ámbar tipo I con tapón de bromobutilo y agrafe flip off por 4 g, acompañado de frasco en vidrio incoloro tipo III con tapón de bromobutilo y agrafe aluminio con flip off por 200 mL","Bovinos, Caprinos y Ovinos.","Carne: 30 días
 No administrar en animales en producción de leche que se destine para el consumo humano.",Productos con categoría toxicológica,VIGENTE,COLOMBIA (Fabricado Nacional)
