tipo_documento,numero_documento,raz_n_social,pa_s,departamento_estado,ciudad,direcci_n,tel_fono,p_gina_web,correo_electr_nico,fuente_origen_del_dato,enlace_origen_del_dato,presta_de_tercero,portal_transaccional,nombre_de_la_prueba,descripci_n,documento_de_referencia,m_todo,fecha_de_actualizaci_n_de,acreditaci_n_vigente,equipos,tiempo_de_duraci_n_de_la
nit,830057983-1,TECMOL FARMACEUTICA SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 71 D # 6 D 59,5145821,www.tecmolfarmaceutica.com,tecmolfarmaceutica@yahoo.com,No Aplica,No Aplica,No Aplica,No Aplica,Cromatografía de gases (CG),Análisis de identificación y cuantificación por cromatografía de gases,No Aplica,Cromatografía de gases,2023/04/22 00:02:40.000,0,No Aplica,10
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,830008716-2,PROQUIFAR S.A.S. PROFESIONALES QUIMICOS Y FARMACEUTICOS SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 19 A # 69 B 74,4862000,www.proquifar.com,proquifar@proquifar.com,No Aplica,No Aplica,No Aplica,No Aplica,Cuantificación del principio activo Sildenafil Citrato en materia prima y producto terminado,La espectroscopía ultravioleta-visible (UV-Vis) es una técnica espectroscópica de transición electrónica en la que la interacción entre la radiación incidente y los electrones resulta en la promoción de uno o más de los electrones externos o de unión desde un estado basal a un estado de energía superior,No Aplica,USP,2023/04/22 00:02:40.000,0,No Aplica,5
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,899999063-3,Universidad Nacional de Colombia,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 45  # 26 - 85,6013165000,www.unal.edu.co,dnil@unal.edu.co,No Aplica,No Aplica,No Aplica,No Aplica,Digestibilidad in vitro de la materia seca,"Procedimiento: Pesar en un tubo 500 mg de muestra, agregarle 20 ml de solución de pepsina en HCl 0,1 N a 40 °C. Tapar los tubos con tapones de goma provistos de válvula Bunsen. Incubar 24 horas a 40 °C en el baño maría con agitación automática a 100 rpm, y manual mañana y tarde. 
Filtrar sobre un crisol de poro 1 sin cuarzo. Agregar 20 ml de solución de celulasa en buffer de citrato fosfato pH 4,6 (40 grados Celsius), de la siguiente manera: con 10 ml lavar el filtro y los otros 10 para lavar las paredes del tubo. Incubar 48 horas a 40 °C  en el baño maría en las mismas condiciones de agitación anteriores. 
Filtrar sobre un crisol de poro 1, limpio, seco y sin cuarzo, previamente pesado. Lavar con agua destilada a 40 °C por dos o tres veces, teniendo cuidado de pasar todo el material del tubo al crisol. Secar a 105 °C. Enfriar en desecador y pesar. Incinerar a 550 °C para limpiar los crisoles. 
Cálculos: g/100g D.I.M.S =  100  -  (P2  - P1)   . 100 / Pm  . C.M.C; g/100g D.I.M.S CORREGIDA = 22,94 + 0,904* % D.I.M.S
Donde: D.I.M.S = Porcentaje de Digestibilidad in Vitro de la materia seca. Pm = Peso de la muestra en gramos. P2 = Peso del crisol + residuo de la digestibilidad seco a 105 °C (en gramos). P1= Peso del crisol limpio y seco (en gramos). C.M.S: Corrección de materia seca/100 (en fracción).",No Aplica,Digestiv. in vitro de la materia seca (método enzimático pepsina-celulasa) MRE-001 V09:2018 Num 5.21,2023/04/22 00:02:40.000,0,No Aplica,96
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Fibra Detergente Neutro en Alimentos para Animales,"La determinación de fibra detergente neutro es un método para la determinación de la fibra total insoluble en alimentos para animales, la cual consiste en estimar el contenido de hemicelulosa, celulosa y lignina de las muestras sometidas a un tratamiento con alfa amilasa y una solución de detergente neutro.",No Aplica,GA-R-39,2023/04/22 00:02:40.000,0,No Aplica,12
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Fibra Detergente Neutro en Alimentos para Animales,"La determinación de fibra detergente neutro es un método para la determinación de la fibra total insoluble en alimentos para animales, la cual consiste en estimar el contenido de hemicelulosa, celulosa y lignina de las muestras sometidas a un tratamiento con alfa amilasa y una solución de detergente neutro.",No Aplica,GA-R-39,2023/04/22 00:02:40.000,0,No Aplica,12
nit,800194600-3,Corporación Colombiana de Investigación Agropecuaria AGROSAVIA,Colombia,Cundinamarca,Mosquera,Carrera 13 A # 28  38 Oficina218,4227300,https://www.agrosavia.co/,atencionalcliente@agrosavia.co,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Fibra Detergente Neutro en Alimentos para Animales,"La determinación de fibra detergente neutro es un método para la determinación de la fibra total insoluble en alimentos para animales, la cual consiste en estimar el contenido de hemicelulosa, celulosa y lignina de las muestras sometidas a un tratamiento con alfa amilasa y una solución de detergente neutro.",No Aplica,GA-R-39,2023/04/22 00:02:40.000,0,No Aplica,12
nit,901293333-2,Sineria Colombia S.A.S.,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 72  # 5  83 Oficina401,+31(0)432041124,No Reporta,admin@sineria.com,No Aplica,No Aplica,No Aplica,No Aplica,Análisis de contenido de Terbuthylazine,Identificación y cuantificación de Terbuthylazine en formulaciones de plaguicidas; estado final de síntesis; preparación de la muestra y corrida cromatográfica.,No Aplica,CIPAC MT 234,2023/04/22 00:02:40.000,1,No Aplica,1
Licencia comercial China,9137000079731011X2,"Shandong Sino-Agri United Biotechnology Co., Ltd. Testing Center",China,No Reporta,Jinan,"No.28, Sangyuan Road, Licheng, Jinan, Shandong, China",(86)15201421164,No Reporta,chunlinwangsd@126.com,No Aplica,No Aplica,No Aplica,No Aplica,Contenido de imidacloprid,"Preparación de soluciones estándar:
Pesar 0,1 g (con una precisión de 0,0002 g) de muestra estándar de imidacloprid en un matraz volumétrico de 100 ml, disolver con metanol y diluir hasta la marca, agitar ultrasónicamente durante 5 min para disolver la muestra, enfriar a temperatura ambiente y agitar bien. Pipetee 5 mL de la solución anterior en un matraz volumétrico de 50 mL, diluya hasta la marca con fase móvil y agite bien.

Preparación de soluciones de muestra:
Pesar una muestra que contenga 0,1 g (con una precisión de 0,0002 g) de imidacloprid en un matraz aforado de 100 ml, disolverla con metanol y diluir hasta la marca, agitar ultrasónicamente durante 5 rmin para disolver la muestra, enfriar a temperatura ambiente y agitar bien. Pipetee 5 mL de la solución anterior en un matraz volumétrico de 50 mL, diluya hasta la marca con fase móvil y agite bien.

Determinación
En condiciones de funcionamiento, después de que la línea de base del instrumento sea estable, inyecte varias agujas de la solución estándar continuamente y calcule la repetibilidad del valor de respuesta relativo de cada aguja hasta el cambio relativo del área del pico de dos agujas adyacentes de imidacloprid es inferior al 1,2 %, analice y mida en el orden de solución estándar, solución de muestra, solución de muestra y solución estándar.

Condiciones de funcionamiento de HPLC:
Fase móvil: ψ (metanol: agua) = 40: 60, filtrada a través de una membrana filtrante y desgasificada;
Caudal: 0,8 ml/min;
Temperatura de la columna: temperatura ambiente (el cambio en la diferencia de temperatura no debe ser superior a 2°C);
Longitud de onda de detección: 260nm;
Volumen de inyección: 5 μL; .
Tiempo de retención: imidacloprid 6,0 min.
Los parámetros operativos anteriores son típicos, y los parámetros operativos dados se pueden ajustar adecuadamente de acuerdo con las características de diferentes instrumentos, para obtener los mejores resultados.

Calcular:
La fracción de masa w1 (%) de imidacloprid en la muestra se calcula según la fórmula:
w1=A2*m1*w/(A1*m2)
La concentración w2 (g/L) de imidacloprid en la muestra se calcula según la fórmula:
w2=A2*m1*w/(A1*m2)*ρ*10
donde,
A1: El valor promedio del área del pico de imidacloprid en la solución estándar;
A2: El valor promedio del área del pico de imidacloprid en la solución de muestra;
m1: masa de la muestra estándar, g;
m2: la masa de la muestra, g;
w: fracción de masa de la muestra estándar de imidacloprid, expresada en %.
ρ: Densidad de la muestra a 20°C, g/mL (medida según GB/T 4472);",No Aplica,Suspensiones concentradas de Imidacloprid GB/T 28144-2011 4.4,2023/04/22 00:02:40.000,1,No Aplica,48
nit,815004954-6,LABORATORIO DEL SECTOR AGRICOLA Y GANADERO LABSAG S A S,Colombia,Valle del Cauca,Palmira,Calle 44  # 42  116 bodega8,3155355959,No Reporta,analista@labsag.biz,No Aplica,No Aplica,No Aplica,No Aplica,pH por potenciometría,"se mide la diferencia de potencial entre un electrodo de vidrio y uno de referencia, la diferencia de potencial es una medida de pH.",No Aplica,NTC: 5527,2023/04/22 00:02:40.000,0,No Aplica,1
nit,830071604-3,SYGLA COLOMBIA LTDA,Colombia,Cundinamarca,Soacha,Carrera 3  # 56 - 64 ZONAINDUSTRIAL CAZUCA - SOACHA,7431949,www.syglacol.co,grengifo@syglacol.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de ingrediente activo mancozeb en presencia de Cymoxanil,"La muestra de mancozeb  que contiene cymoxanil se extrae  con diclorometano , se digiere en medio acido para generar disulfuro de carbono que se absorbe  en una solucion metanolica de KOH para generar el Xantato que se  valora  con solucion de yodo 0.1 N .",No Aplica,Method   No:   M16.0282   (R)   .Third   Issue:   12/3/87.E.   I   DU   PONT   NEMOURS   AND   CO.,2023/04/22 00:02:40.000,0,No Aplica,4
nit,900836984-5,Campolab S.A.S.,Colombia,Valle del Cauca,Yumbo,Calle 15 B # 25 A 352 Km4 Autopista Cali Yumbo,6668041,No Reporta,cmendoza@campolab.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Magnesio Soluble en agua.,"Tome una cantidad de muestra adecuada, y solubilícela en agua, filtre la muestra y analice por absorción atómica el analito. La cantidad de analito es proporcional a la absorción de radiación electromagnética involucrada en la prueba.",No Aplica,"NTC 1369 Fertilizantes. Determinación de B, Ca, Co, Cu, Fe, Mg, Mn y Zn por Absorción atómica",2023/04/22 00:02:40.000,0,No Aplica,3
nit,800247233-2,Doctor Calderón Asistencia Técnica Agrícola Ltda.,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 20  # 87  81,6222687,http://drcalderonlabs.com/,controldecalidad@drcalderonlabs.com,No Aplica,No Aplica,No Aplica,No Aplica,Proteína,"La determinación de nitrógeno total en foliar se realiza mediante el método Kjeldhal clásico o Kjeldhal modificado en algunas ocasiones.
El proceso se desarrolla en dos etapas:
1. Digestión:  Por medio del ácido sulfúrico se destruye la materia orgánica. Este actúa como oxidante, los gases de H2SO4 que se forman una temperatura de 338ºC se disocian en forma de SO3 y H2O. El SO3 se descompone en SO2 y Oxígeno, el Oxígeno oxida el Carbono y el hidrógeno de la materia orgánica para convertirlos en CO2 y H2O. El Nitrógeno se convierte en NH3 el cual, con el Acido Sulfúrico forma el Sulfato de Amonio.
Este proceso se puede expresar en las siguientes reacciones:

1. H2SO4 = SO3 + H2O
2. 2SO3 = 2SO2 + O2
3. C + O2 = CO2 
4. 2H2 + O2 = 2 H2O
5. NH2CH2COOH + 3H2SO4 = NH3 + 2CO2 + 4H2O + 3SO2
6. 2NH3 + H2SO4 = (NH4)2SO4

Los nitratos en el suelo en presencia del Acido Sulfúrico forman Acido Nítrico. Estos por lo general  no entran en la digestión Kjeldhal normal salvo que se tome medidas especiales como la incorporación de Zinc, aleación Devarda y/o Tiosulfato de Sodio.

H2SO4 + Zn = ZnSO4 + H2
Na2S2O3  + H2SO4 = Na2SO4 + H2O + S + SO2

2. Destilación: Se realiza con hidróxido de Sodio (NaOH) mediante el cual el Sulfato de Amonio se destila como Amoniaco y se recibe en una solución de Acido Bórico (H3BO4). Posteriormente el NH4+ se titula con Acido Sulfúrico.
(NH4)2SO4 + 2 NaOH = Na2SO4 + 2NH3 + 2H2O.",No Aplica,Método modificado de NTC 4657. Alimento para animales. Determinación del contenido de nitrógeno y cá,2023/04/22 00:02:40.000,0,No Aplica,5
nit,860020439-5,Monómeros Colombo Venezolanos S.A.,Colombia,Atlántico,Barranquilla,Vía 40 Las Flores,3618307,www.monomeros.com.co,notificacionesmcv@monomeros.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Magnesio soluble en agua por Absorción Atómica,Extracción del magnesio soluble en agua y cuantificación por espectrofotometría de Absorción Atómica de Llama.,No Aplica,NTC 1369,2023/04/22 00:02:40.000,0,No Aplica,1
