NIT,RazonSocial,Categoria,Subcategoria,DetalleActividadVeterinaria,ObjetoSocialPrincipal,Ciudad,Departamento,Direccion,Telefono,Celular,Email,FechaConstitucion,EstadoActual,Tamano,TipoSocietario,RevisorFiscalObligada,FirmaRevisorFiscal,Ingresos_COP_M_2018,Ingresos_COP_M_2019,Ingresos_COP_M_2020,Ingresos_COP_M_2021,Ingresos_COP_M_2022,Ingresos_COP_M_2023,Ingresos_COP_M_2024,Ingresos_COP_M_2025,EBITDA_COP_M_2018,EBITDA_COP_M_2019,EBITDA_COP_M_2020,EBITDA_COP_M_2021,EBITDA_COP_M_2022,EBITDA_COP_M_2023,EBITDA_COP_M_2024,EBITDA_COP_M_2025,UtilidadNeta_COP_M_2018,UtilidadNeta_COP_M_2019,UtilidadNeta_COP_M_2020,UtilidadNeta_COP_M_2021,UtilidadNeta_COP_M_2022,UtilidadNeta_COP_M_2023,UtilidadNeta_COP_M_2024,UtilidadNeta_COP_M_2025,TotalActivos_COP_M_2018,TotalActivos_COP_M_2019,TotalActivos_COP_M_2020,TotalActivos_COP_M_2021,TotalActivos_COP_M_2022,TotalActivos_COP_M_2023,TotalActivos_COP_M_2024,TotalActivos_COP_M_2025,TotalPatrimonio_COP_M_2018,TotalPatrimonio_COP_M_2019,TotalPatrimonio_COP_M_2020,TotalPatrimonio_COP_M_2021,TotalPatrimonio_COP_M_2022,TotalPatrimonio_COP_M_2023,TotalPatrimonio_COP_M_2024,TotalPatrimonio_COP_M_2025
830072323,ARBOFARMA SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),"Productos farmacéuticos, cosméticos y veterinarios","PRODUCCION, ELABORACION, ENVASE, COMPRA, VENTA, IMPORTACION, EXPORTACION, REPRESENTACION, DISTRIBUCION Y COMERCIALIZACION DE PRODUCTOS FARMACEUTICOS, COSMETICOS Y VETERINARIOS",BOGOTA D.C.,BOGOTA D.C.,CL 20 A 43 A 50 I 6,6012691140,3208382897,contabilidad@arbofarma.com,2000-06-08,ACTIVA,M,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,6534.155,9075.42,10401.271,10234.515,17189.55,23572.891,22963.694,26712.358,262.278,-55.476,1192.487,1087.12,5332.726,9212.355,7801.601,9645.855,-121.67,110.386,767.19,459.083,3340.28,5809.588,4925.448,5862.601,9062.412,6905.43,6921.054,7756.331,9426.137,12968.487,11776.497,12186.443,3311.504,3421.889,4189.08,3785.782,7126.062,8197.469,7313.328,8250.481
860070530,INVET SAS,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Fabricación de medicamentos y aditivos de uso veterinario,FABRICACION  DE MEDICAMENTOS DE USO VETERINARIO,COTA-CUNDINAMARCA,CUNDINAMARCA,"CIEM OIKOS DE OCCIDENTE AUT MEDELLIN KM 2,5 VIA BOGOTA SIBERIA 900 METROS ENTRADA A PARCELAS BG I138",3502950820,3502950820,atorres@invetcolombia.com.co,1979-05-25,ACTIVA,M,01. SOCIEDAD ANÓNIMA,SI,ASESORIAS ASIMFA SAS,9405.895,10949.525,13533.651,18393.464,21133.825,23266.035,26032.981,30929.357,2694.424,2930.944,4488.811,6952.297,6820.628,9203.361,10365.435,12306.558,1310.158,1495.543,2668.461,4251.554,4680.44,5238.59,6397.002,7358.971,8384.967,9370.885,13299.867,18807.283,21064.161,27130.328,32564.101,33767.659,6718.573,8149.667,10628.506,11180.406,11800.491,17069.39,17971.892,21880.892
830052144,LABORATORIO COLOMBIANO DE VETERINARIA SAS,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Elaboración de productos veterinarios e insumos agropecuarios,ELABORACION DE PRODUCTOS VETERINARIOS  INSUMOS AGROPECUARIOS,TOCANCIPA-CUNDINAMARCA,CUNDINAMARCA,PARQUE INDUSTRIAL DEL NORTE B 15,6691086,3114501367,juanromero@silveragro.com,1998-11-30,ACTIVA,M,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,JPA  COLOMBIAS  SAS,0.0,7986.255,10285.854,14899.348,17375.922,22346.119,23775.099,28855.047,0.0,441.652,1217.55,1544.835,2264.978,2221.923,3068.094,3224.457,0.0,174.038,542.779,692.718,875.981,999.451,1029.235,1908.96,0.0,6085.928,7331.624,11223.446,15316.591,17425.073,20665.99,22007.292,0.0,1680.342,1997.949,2690.667,3566.648,4562.879,5811.913,7720.872
860010469,LABORATORIOS ZOO S A S,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Fabricación y comercialización de productos agropecuarios y salud animal,FABRICACION Y COMERCIALIZACION DE PRODUCTOS AGROPECUARIOS,COTA-CUNDINAMARCA,CUNDINAMARCA,AUT MEDELLIN ENTRADA PARQUE LA FLORIDA KM 1 BG 10 TERRAPUERTO INDUSTRIAL EL DORADO,6018985482,3145897060,contabilidad@laboratorioszoo.net,1965-04-07,ACTIVA,M,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,11321.681,12314.627,13629.064,16043.252,17374.329,18746.85,21840.661,25953.922,522.871,537.394,1424.241,3708.369,2333.034,3087.409,4190.056,5385.863,22.283,115.034,726.853,1384.366,1032.467,1162.538,1956.974,2993.616,6865.36,8596.911,8498.875,10551.093,12109.538,11905.979,13417.048,15648.756,2137.174,3140.976,3932.187,4788.809,4462.319,4569.214,6698.964,8030.898
800198146,LABORATORIOS BLASKOV SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Medicamentos tanto para uso humano como veterinario,FABRICACION Y COMERCIALIZACION DE TODO TIPO DROGAS O MEDICAMENTOS TANTO PARA USO HUMANO COMO VETERINARIO PRODUCTOS COSMETICOS Y DE TOCADOR  INCLUIDOS LOS DE ACCION TERAPEUTICA Y DEMAS,BOGOTA D.C.,BOGOTA D.C.,TV 25 53C 50,3450650,3183482361,contabilidad@blaskov.org,1993-04-20,ACTIVA,M,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,9421.481,10684.69,12191.858,19719.852,15725.357,16559.977,21968.642,29756.32,894.781,1147.731,1750.952,4920.32,2044.626,1673.878,2647.445,5931.965,488.848,611.232,1035.525,3204.924,1219.295,923.07,1540.304,3565.376,6667.663,7488.207,9585.083,14555.202,17227.387,15882.237,18743.288,23792.446,5211.608,5639.517,6281.835,8568.632,9787.927,10710.996,12251.301,15816.677
800106051,NOVALFARM SAS,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Fabricación de productos farmacéuticos veterinarios,FABRICACION DE PRODUCTOS FARMACEUTICOS VETERINARIOS,BOGOTA D.C.,BOGOTA D.C.,CALLE 2 A 69 F 14,6014144531,3165147018,compras.novalfarm@gmail.com,1990-09-13,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,7700.437,7622.123,10242.651,12854.922,14221.531,16295.333,17244.306,17975.258,655.834,1139.418,1606.688,856.113,1239.726,3789.83,2001.725,3011.054,384.966,257.986,382.425,591.376,805.221,1065.096,1228.186,1451.123,4737.403,6847.903,7783.187,9118.312,8719.61,11358.832,14393.159,18523.506,2584.141,2710.917,3093.342,4067.143,4604.359,5669.455,6897.641,8348.764
800056544,LABORATORIOS CALLBEST LIMITADA LABORATORIOS CALLBEST LIMITADA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Especialista en medicina y fármacos veterinarios,"Fabricación de productos farmacéuticos, sustancias químicas",BOGOTA D.C.,BOGOTA D.C.,CRA 19 B 168 16,6789851,3133106773,contabilidad@laboratoriosveterland.com,1989-01-30,ACTIVA,M,03. SOCIEDAD LIMITADA,SI,BLANCO Y BLANCO ASOCIADOS LTDA,7450.233,7526.962,9658.115,11550.984,12270.524,13895.257,16301.973,21011.029,1242.389,547.411,1494.699,2347.73,2222.559,2268.943,3833.551,6310.697,818.582,302.584,1054.09,1728.284,1591.174,1608.358,2599.727,3678.171,8446.79,8608.781,9553.668,11812.105,11864.529,13270.508,16952.319,21870.008,7157.321,7459.904,8513.994,10242.278,10787.266,12395.624,14995.351,18673.522
800152485,FARMATEC LTDA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Producción y distribución de productos agrícolas y pecuarios,"PRODUCCION,FABRICACION, DISTRIBUCION PRODUCTOS AGRICOLAS Y PECUARIOS 2",BOGOTA D.C.,BOGOTA D.C.,CL 67 G 66 A 24,6012504692,3102408287,farmatec@outlook.com   far,1990-04-23,ACTIVA,S,03. SOCIEDAD LIMITADA,SI,,6218.679,7424.231,8849.978,9339.923,11302.453,13499.878,15226.361,17322.051,466.906,714.839,1019.014,1163.77,1202.23,1767.883,2097.828,2725.569,255.161,342.324,595.421,570.267,647.134,889.173,1179.307,1624.83,5056.092,6650.284,6445.854,6908.933,6307.59,8760.885,10575.771,15960.787,2214.337,2556.661,3152.082,3719.427,4366.559,6430.245,8628.661,14367.887
860023326,LABORATORIOS VM SAS VITAMINAS Y MINERALES PARA GANADERIA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Vitaminas y minerales para ganadería,ELABORACION DE PRODUCTOS FARMACEUTICOS PARA EL SECTOR DE LA GANADERIA,BOGOTA D.C.,BOGOTA D.C.,AUT NORTE KM 19 URB IND EL PILAR,6760823,3153123496,MLMAURICIOLOPEZ@HOTMAIL.COM,1972-03-23,ACTIVA,N/A,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,7939.657,9104.143,9410.056,10848.395,12250.077,13006.654,14734.51,0.0,1034.857,1429.92,1825.715,1347.043,1740.128,1121.182,1424.792,0.0,324.684,325.195,417.886,370.997,521.972,499.567,512.572,0.0,17815.134,19036.395,20119.385,20584.218,22153.364,23586.181,23585.598,0.0,12346.21,13672.188,14090.074,15500.415,16022.387,16944.638,17117.205,0.0
830001242,LABORATORIOSSFC LTDA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Elaboración de productos farmacéuticos veterinarios,ELABORACION PRODUCTOS FARMACEUTICOS VETERINARIOS,BOGOTA D.C.,BOGOTA D.C.,CRA 106 15 A 25 MZ 4 INT 38 BG 1,3142384698,3142384698,CONTABILIDAD@LABORATORIOSSFC.COM,1994-11-16,ACTIVA,S,03. SOCIEDAD LIMITADA,SI,,7027.673,7271.58,8999.72,11226.8,13410.483,11619.672,13441.244,15753.009,2092.724,1705.635,3318.724,4331.281,2497.816,2411.165,2687.252,3780.879,1229.773,933.632,2207.085,2569.16,1338.829,1305.045,941.515,2311.524,12465.232,13418.156,16204.372,18361.801,17728.829,19486.31,21343.176,23123.377,8128.416,9062.048,11331.962,13901.122,13534.124,14839.17,16489.022,18800.544
830085444,FINMARK LABORATORIES S.A,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Investigación en salud animal y productos biológicos,"Realiza actividades de investigación en el campo de la salud animal, se dedica a la producción, transformación, promoción, venta, distribución y comercialización de productos biológicos, alimenticios, farmacéuticos y químicos para uso veterinario",BOGOTA D.C.,BOGOTA D.C.,Carrera 16 N° 93 A - 36 Of. 204,6018785238,3160108097,contabilidad@finlab.com,2001-03-13,ACTIVA,S,01. SOCIEDAD ANÓNIMA,SI,,0.0,4520.788,4861.496,5361.271,5993.621,7148.932,8697.797,9870.989,0.0,961.674,1271.684,1355.435,1385.778,1654.001,1899.352,2013.874,0.0,486.596,448.77,598.187,599.617,627.386,816.505,936.786,0.0,5952.349,7310.481,7817.379,7919.969,7765.997,8274.983,8944.3,0.0,2193.182,2641.952,3240.139,3839.757,4467.142,5283.659,6220.445
860534393,LABORATORIOS PRANA SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Productos farmacéuticos y fitoterapéuticos humano y animal,"LA IMPORTACIÓN, EXPORTACIÓN, FABRICACIÓN, EMPAQUE, DISTRIBUCIÓN TRANSFORMACIÓN Y COMERCIALIZACIÓN DE TODA CLASE DE PRODUCTOS FARMACÉUTICOS, PRODUCTOS FARMACÉUTICOS A BASE DE RECURSOS NATURALES, PRODUCTOS FITOTERAPEUTICOS, SUPLEMENTOS DIETARIOS, PRODUCTOS AGRÍCOLAS, VETERINARIOS, ALIMENTICIOS, FUNGICIDAS, COSMÉTICOS Y SUS MATERIAS PRIMAS Y EN GENERAL TODOS AQUELLOS PARA LA SALUD, ALIMENTACIÓN Y CUIDADO DE LA SALUD HUMANA, ANIMAL Y DEL SECTOR AGRÍCOLA",BOGOTA D.C.,BOGOTA D.C.,CR 68 B 13-29,4200533,3164883769,dadministrativa@laboratoriosprana.com,1986-10-24,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,,0.0,0.0,5395.296,7516.816,9920.429,5904.121,6112.946,11282.381,0.0,0.0,752.501,788.32,1144.545,903.912,777.753,1659.331,0.0,0.0,173.165,236.0,446.98,121.946,95.166,364.644,0.0,0.0,6833.69,8247.591,8356.629,7409.977,7858.333,8373.209,0.0,0.0,2493.215,2729.262,3185.366,3350.337,3416.019,3780.662
830508914,PRODUCTOS MEDICOS VETERINARIOS SA PROMEVET SA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Producción y comercialización de productos médicos veterinarios,PRODUCCION Y COMERCIALIZACION DE PRODUCTOS MEDICOS VETERINARIOS PARA LA SALUD ANIMAL,BUCARAMANGA-SANTANDER,SANTANDER,CALLE 18  31 28 BRR SAN ALONSO,6342666,3212051307,revisor.fiscal@promevet.co,2004-11-29,ACTIVA,S,01. SOCIEDAD ANÓNIMA,SI,,0.0,3981.902,4177.35,4928.826,5408.995,4686.907,4887.772,4834.238,0.0,272.45,322.072,376.448,371.144,265.667,348.53,510.641,0.0,168.982,200.688,239.28,180.901,89.871,186.795,217.151,0.0,2941.109,3431.763,4118.006,3972.603,3924.376,3550.515,3613.59,0.0,1047.662,1249.613,1476.304,1657.205,1728.738,1915.533,2132.684
900438605,BIO ESTERIL SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Fabricación y comercialización farmacéutica humana y veterinaria,Fabricacion y comercializacion de productos farmaceuticos de uso humano y veterinario,FUNZA-CUNDINAMARCA,CUNDINAMARCA,Km 3.3 vía Funza Siberia Parque Industrial Santa Lucia Bd 1B,3239632319,3239632319,gerencia@bioesteril.co,2011-05-26,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,GC4 Consultorias SAS,0.0,0.0,0.0,0.0,2989.665,2640.686,6416.398,7896.279,0.0,0.0,0.0,0.0,-2114.949,-3113.431,-50.467,-2105.554,0.0,0.0,0.0,0.0,-3108.847,-4687.223,-2343.144,-4653.311,0.0,0.0,0.0,0.0,20608.228,24709.552,48659.333,46949.41,0.0,0.0,0.0,0.0,9940.918,12288.981,28288.007,24564.835
900677820,BIONUTREC S.A.S.,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Nutrición y fármacos de uso humano y veterinario,"Fabricación y producción de productos químicos, farmacéuticos, cosméticos y alimenticios de uso humano y veterinario",YUMBO-VALLE,VALLE,CALLE 15 32-450,6014238000,3112547672,impuestos@pharmetiquelabs.com,2013-11-13,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,CONSULTORES INTEGRADOS S.A.S.,908.232,1395.33,3764.929,17726.436,28546.889,2601.705,2318.887,4517.572,-652.44,-1157.662,-1204.356,50.211,6311.593,-1690.423,-1927.516,377.231,-1556.019,-824.303,-1769.117,538.363,3404.17,-2953.729,-1248.77,-345.62,9343.475,8960.779,11505.576,15824.435,16180.091,10648.075,8733.69,8833.291,5947.32,5123.017,8005.063,8543.428,11947.599,8993.87,7745.1,7399.48
860026583,LABORATORIOS VETERINARIOS LIMITADA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Fabricación de productos farmacéuticos veterinarios,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES  Y PRODUCTOS  BOTÁNICOS  DE USO FARMACÉUTICO",BOGOTA D.C.,BOGOTA D.C.,TRANSVERSAL 93 No 63 76 INTERIOR 15 CENTRO EMPRESARIAL EL DORADO,7440595,3177938789,ADRIANACUERVOFRANCO@YAHOO.ES,1969-10-24,ACTIVA,S,03. SOCIEDAD LIMITADA,NO,,0.0,0.0,2520.997,2843.113,2766.951,2566.221,2376.426,2092.617,0.0,0.0,259.118,259.765,169.206,53.765,290.174,-95.304,0.0,0.0,141.379,187.668,100.438,16.182,144.969,-122.52,0.0,0.0,3956.693,4150.58,4058.724,3987.715,4226.967,3948.949,0.0,0.0,3708.761,3694.31,3794.749,3793.767,3938.736,3816.216
900139809,TECNOLOGIA AVICOLA LABORATORIOS LTDA,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Fabricación de fármacos y biológicos avícolas,FABRICACION PRODUCTOS FARMACEUTICOS,GIRON-SANTANDER,SANTANDER,KM.1 VIA PALENQE-CHIMITA ZONA INDUS,3164715759,3164715759,administracion@ta-laboratorios.co,2007-03-02,ACTIVA,S,03. SOCIEDAD LIMITADA,NO,,0.0,1585.364,1552.493,1446.713,2080.906,2422.587,2923.207,3009.337,0.0,-407.441,-315.548,-165.339,-59.41,78.068,133.186,123.566,0.0,-409.937,-315.548,-165.339,-59.41,79.892,131.248,121.628,0.0,1400.267,1323.243,1080.445,1371.227,1798.796,2007.575,2202.354,0.0,355.34,39.79,-125.549,-184.959,-105.067,26.18,147.808
805031223,REPRESENTACIONES FARMACEUTICAS DE COLOMBIA SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Desarrollo y análisis farmacéutico mixto,"La sociedad tendra por objeto, el desarrollo de las siguientes actividades: El estudio, analisis y desarrollo de formulas de caracter farmaceutico para el consumo animal y humana",CALI-VALLE,VALLE,AV 6 NORTE # 48N - 48,3175273341,3187084031,contabilidad@reprefarco.com,2004-07-07,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,ACTUALIZAMOS SA,0.0,0.0,0.0,0.0,1878.354,2330.946,3942.373,4854.591,0.0,0.0,0.0,0.0,198.995,277.583,379.282,525.191,0.0,0.0,0.0,0.0,125.897,177.795,243.57,331.623,0.0,0.0,0.0,0.0,4205.066,4732.326,5171.395,5539.825,0.0,0.0,0.0,0.0,2588.615,2766.41,3009.98,3341.604
811015620,ECOFLORA SAS,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Desarrollo biotecnológico agropecuario y extractos botánicos,"La sociedad tiene por objeto llevar a cabo cualquier actividad comercial o civil lícita, y en especial la realización de: (a) todo tipo de actividades agroindustriales, biotecnológicas, agropecuarias y manufactureras, así como la investigación, desarrollo, elaboración, preparación, cultivo, producción, exportación, importación y comercialización de ingredientes y productos naturales, insumos, materias primas, productos formulados, plantas, suelos, sustratos, extractos y, en general, de todo tipo de productos y servicios útiles para la agricultura y la industria, incluyendo las de alimentos, cosméticos, aseo y limpieza, cuidado personal, textiles, veterinarios y farmacéuticos, buscando siempre que sus actividades sean útiles, activas y compatibles con la, protección del medio ambiente y el aprovechamiento sostenible de los recursos naturales; (b) actividades de reciclaje y compostaje de productos para que sirvan como abono y comercializar el producto de las mismas a nivel nacional e internacional; (c) cualquier acto o negocio jurídico que tenga conexión con, sea necesario para, o esté relacionado con, el desarrollo de las actividades señaladas en este artículo. En el desarrollo de su objeto social, la sociedad se compromete a procurar un impacto material positivo en la sociedad y el ambiente en los resultados, operaciones y negocios, según la evaluación de un tercero independiente especializado en la materia",SABANETA-ANTIOQUIA,ANTIOQUIA,CL 80 SUR NRO. 47D 65 IN 103,6046814,3108251035,contabilidad@ecofloracares.com,2012-05-16,ACTIVA,S,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,PLANEACION TRIBUTARIA Y FINANCIERA SAS,695.066,932.664,1015.57,1466.655,1461.16,2284.403,4590.076,6761.751,11.745,1261.91,390.213,-678.729,-628.261,-1698.466,-161.6,-629.389,-605.037,24.177,-585.508,-1443.263,-2577.311,-500.917,-1718.735,-686.12,17306.532,16823.748,22828.631,22947.567,25433.227,25476.944,32075.729,44310.703,4917.238,6741.293,11813.731,10370.47,7793.159,7292.239,13911.819,24489.965
800148619,LABORATORIOS CALIER DE LOS ANDES SAS,VETERINARIO_ESPECIALIZADO,Laboratorio Veterinario Especializado,Laboratorio de salud animal veterinaria (Grupo Indukern),"PRODUCCION, DISTRIBUCION,VENTA,IMPORTACION Y EXPORTACION DE TODA CLASE DE ESPECIALIDADES ALIMENTICIAS Y FARMACEUTICAS VETERINARIAS.",CALI-VALLE,VALLE,CARRERA 5 # 47 - 165,6024474411,3127569101,caliercolombia@calier.co,1991-04-05,ACTIVA,N/A,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,SI,Ernst & Young Audit S.A.S,17816.712,14641.322,3637.727,3380.018,873.665,0.0,0.0,0.0,-1194.723,-9579.796,-513.446,-72.269,-343.439,0.0,0.0,0.0,-599.763,-7923.948,-2365.728,-473.086,-597.976,0.0,0.0,0.0,32258.997,19877.93,19549.797,19556.547,18172.304,0.0,0.0,0.0,8298.118,374.17,16737.045,16263.959,15665.984,0.0,0.0,0.0
860020246,VICAR FARMACEUTICA S A,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Medicamentos para uso veterinario y humano,ELABORACION Y VENTA DE MEDICAMENTOS PARA USO VETERINARIO Y HUMANO,BOGOTA D.C.,BOGOTA D.C.,CALLE 17A N 68 82,7425602,3208544885,MVARON@VICAR.COM.CO,1967-02-02,ACTIVA,L,01. SOCIEDAD ANÓNIMA,SI,,33653.043,43508.249,58264.344,77584.521,86470.704,0.0,101626.719,132199.284,2599.986,2724.461,8083.028,9082.043,10436.593,0.0,11994.302,10921.514,706.066,863.631,2479.646,3619.113,3975.848,0.0,1042.727,2445.421,26864.825,35190.583,41137.787,58292.787,69744.545,0.0,78480.391,87822.661,5457.598,5382.754,7310.376,10374.489,11529.777,0.0,12616.736,14562.156
830062465,LABORATORIO EL MANA COLOMBIA SA,VETERINARIO_MIXTO,Laboratorio Farmacéutico Mixto (Humano + Veterinario),Medicamentos para uso humano y veterinario,EXPORTACION E IMPORTACION DE MEDICAMENTOS PARA USO HUMANO Y VETERINARIO,BOGOTA D.C.,BOGOTA D.C.,CLL 74A 83 54,6013077015,3125827703,contabilidad@elmana.com.co,1999-09-23,ACTIVA,S,01. SOCIEDAD ANÓNIMA,SI,,0.0,8034.599,7318.798,8308.378,8772.475,0.0,5945.564,5300.401,0.0,642.207,501.309,617.234,681.985,0.0,-603.337,286.568,0.0,312.471,465.904,327.638,443.29,0.0,-603.337,286.568,0.0,16799.427,17506.623,18346.239,16212.849,0.0,16967.133,13871.6,0.0,13133.839,13599.742,15121.778,12108.757,0.0,11373.081,8197.205
